20180827,东湖高新,民族大道,光谷地产梅花坞,2室2厅,90平米,2200
20180827,东湖高新,民族大道,金地阳光城小区,3室2厅,137平米,4000
20180827,东湖高新,民族大道,山水华庭,1室0厅,30平米,1300
20180827,东湖高新,民族大道,南湖社区,4室2厅,160平米,2200
20180827,东湖高新,民族大道,中铁七局员工宿舍,2室1厅,65平米,2100
20180827,东湖高新,民族大道,锦绣龙城,3室2厅,106平米,2800
20180827,东湖高新,民族大道,洪福添美城市广场,3室1厅,115平米,3700
20180827,东湖高新,民族大道,中建康城,3室1厅,94平米,4000
20180827,东湖高新,民族大道,南湖社区,3室2厅,160平米,2500
20180827,东湖高新,民族大道,加州香山美树,3室2厅,113平米,2500
20180827,东湖高新,民族大道,保利时代,3室2厅,94平米,4200
20180827,东湖高新,民族大道,锦绣良缘,2室2厅,106平米,1700
20180827,东湖高新,民族大道,光谷青年城,2室1厅,70平米,2700
20180827,东湖高新,民族大道,中谷苑,3室2厅,124平米,2900
20180827,东湖高新,民族大道,洪福家园,3室2厅,144平米,4500
20180827,东湖高新,民族大道,曙光星城,3室2厅,118平米,3500
20180827,东湖高新,民族大道,万科锦程,3室2厅,110平米,4000
20180827,东湖高新,民族大道,曙光星城,1室0厅,15平米,1600
20180827,东湖高新,民族大道,清江山水,1室1厅,12平米,1050
20180827,东湖高新,民族大道,中杰阳光,1室0厅,45平米,1800
20180827,东湖高新,民族大道,光谷青年城,1室1厅,45平米,1500
20180827,东湖高新,民族大道,紫菘枫林上城,1室1厅,60平米,1500
20180827,东湖高新,民族大道,清江山水,3室1厅,12平米,1490
20180827,东湖高新,民族大道,清江山水,3室2厅,117平米,4500
20180827,东湖高新,民族大道,金地格林东郡,1室1厅,30平米,1500
20180827,东湖高新,民族大道,保利时代,4室1厅,9平米,1160
20180827,东湖高新,民族大道,锦绣龙城,2室1厅,86平米,2400
20180827,东湖高新,民族大道,芭比伦堡,2室2厅,79平米,3000
20180827,东湖高新,民族大道,保利时代,2室1厅,83平米,3500
20180827,东湖高新,民族大道,清江山水,5室1厅,10平米,1330
20180827,东湖高新,民族大道,保利时代,3室2厅,97平米,2800
20180827,东湖高新,民族大道,曙光星城,4室1厅,10平米,1050
20180827,东湖高新,民族大道,清江山水,1室1厅,45平米,2300
20180827,东湖高新,民族大道,曙光星城,2室1厅,50平米,2300
20180827,东湖高新,民族大道,清江山水,2室2厅,80平米,3200
20180827,东湖高新,民族大道,金地格林东郡,4室1厅,7平米,1230
20180827,东湖高新,民族大道,清江山水,3室1厅,110平米,3500
20180827,东湖高新,民族大道,宝业光谷丽都,4室1厅,116平米,1200
20180827,东湖高新,民族大道,锦绣龙城,2室2厅,89平米,2600
20180827,东湖高新,民族大道,宏祥花园,3室2厅,137平米,4500
20180827,东湖高新,民族大道,洪福家园,3室2厅,144平米,5000
20180827,东湖高新,民族大道,洪福家园,1室0厅,15平米,1350
20180827,东湖高新,民族大道,锦绣龙城,4室1厅,8平米,1130
20180827,东湖高新,民族大道,清江山水,3室1厅,9平米,1430
20180827,东湖高新,民族大道,清水源一期,5室2厅,189平米,6800
20180827,东湖高新,民族大道,宝业光谷丽都,2室2厅,70平米,2500
20180827,东湖高新,民族大道,南波湾高尚小区,2室2厅,35平米,1000
20180827,东湖高新,民族大道,东林外庐,1室1厅,60平米,2000
20180827,东湖高新,民族大道,中建康城,1室0厅,25平米,1200
20180827,东湖高新,民族大道,南湖社区,3室2厅,120平米,2400
20180827,东湖高新,民族大道,南湖时尚城,3室1厅,67平米,2600
20180827,东湖高新,民族大道,南湖社区,3室2厅,160平米,3100
20180827,东湖高新,民族大道,阳光在线二期,2室2厅,90平米,3300
20180827,东湖高新,民族大道,清江山水,5室1厅,8平米,1190
20180827,东湖高新,民族大道,清江山水,2室2厅,78平米,3500
20180827,东湖高新,民族大道,金地格林东郡,4室1厅,8平米,1260
20180827,东湖高新,民族大道,汽标小区,2室1厅,70平米,1900
20180827,东湖高新,民族大道,曙光星城,1室0厅,25平米,1100
20180827,东湖高新,民族大道,中谷苑,3室2厅,123平米,2000
20180827,东湖高新,民族大道,锦绣龙城,2室2厅,103平米,2600
20180827,东湖高新,民族大道,清江山水,2室1厅,55平米,2550
20180827,东湖高新,民族大道,加州香山美树,3室1厅,120平米,3700
20180827,东湖高新,民族大道,金地格林东郡,1室0厅,15平米,1500
20180827,东湖高新,民族大道,金地格林东郡,1室1厅,16平米,1000
20180827,东湖高新,民族大道,南湖时尚城,2室2厅,94平米,3200
20180827,东湖高新,民族大道,锦绣龙城,3室1厅,6平米,990
20180827,东湖高新,民族大道,中建康城,3室2厅,88平米,3500
20180827,东湖高新,民族大道,中谷苑,3室2厅,115平米,2800
20180827,东湖高新,民族大道,清江山水,1室1厅,15平米,900
20180827,东湖高新,民族大道,曙光星城,1室1厅,22平米,1300
20180827,东湖高新,民族大道,锦绣龙城,2室1厅,82平米,2650
20180827,东湖高新,民族大道,卡迪亚公馆,3室1厅,136平米,3300
20180827,东湖高新,民族大道,山水华庭,2室2厅,137平米,1700
20180827,东湖高新,民族大道,锦绣龙城,1室0厅,47平米,1900
20180827,东湖高新,民族大道,曙光星城,1室0厅,26平米,1300
20180827,东湖高新,民族大道,锦绣龙城,1室0厅,15平米,900
20180827,东湖高新,民族大道,曙光星城,1室1厅,40平米,1650
20180827,东湖高新,民族大道,当代曙光嘉园,5室1厅,135平米,5400
20180827,东湖高新,民族大道,锦绣龙城,3室2厅,120平米,3300
20180827,东湖高新,民族大道,锦绣龙城,2室2厅,80平米,2600
20180827,东湖高新,民族大道,南湖社区,3室2厅,120平米,2200
20180827,东湖高新,民族大道,拿铁公寓,1室0厅,27平米,1500
20180827,东湖高新,民族大道,中杰阳光,1室1厅,45平米,1850
20180827,东湖高新,民族大道,光谷自由城,2室1厅,64平米,2400
20180827,东湖高新,民族大道,保利时代,2室1厅,93平米,4000
20180827,东湖高新,民族大道,洪福添美城市广场,1室0厅,42平米,2100
20180827,东湖高新,民族大道,保利时代,5室1厅,9平米,1290
20180827,东湖高新,民族大道,曙光星城,2室1厅,65平米,2800
20180827,东湖高新,民族大道,金地阳光城小区,2室3厅,126平米,3500
20180827,东湖高新,民族大道,光谷青年城,1室0厅,40平米,1600
20180827,东湖高新,民族大道,锦绣龙城,3室2厅,125平米,3500
20180827,东湖高新,民族大道,洪福家园,3室2厅,145平米,3600
20180827,东湖高新,民族大道,金地阳光城小区,4室2厅,91平米,3800
20180827,东湖高新,民族大道,锦绣龙城,1室1厅,48平米,2200
20180827,东湖高新,民族大道,曙光星城,2室1厅,72平米,2800
20180827,东湖高新,民族大道,洪福家园,2室2厅,101平米,2800
20180827,东湖高新,民族大道,江南家园,3室2厅,143平米,5200
20180827,东湖高新,民族大道,锦绣龙城,3室2厅,125平米,2000
20180827,东湖高新,民族大道,紫菘枫林上城,1室0厅,25平米,1500
20180827,东湖高新,民族大道,东林外庐,1室1厅,59平米,2000
20180827,东湖高新,民族大道,宝业光谷丽都,1室1厅,50平米,1700
20180827,东湖高新,民族大道,云顶居,1室0厅,12平米,950
20180827,东湖高新,民族大道,洪福家园,3室2厅,138平米,4000
20180827,东湖高新,民族大道,南湖社区,1室0厅,30平米,1200
20180827,东湖高新,民族大道,宝业光谷丽都,2室2厅,88平米,3000
20180827,东湖高新,民族大道,南湖时尚城,4室1厅,100平米,4088
20180827,东湖高新,民族大道,中建康城,1室0厅,15平米,1050
20180827,东湖高新,民族大道,洪福家园,1室1厅,20平米,1250
20180827,东湖高新,民族大道,紫菘枫林上城,3室2厅,133平米,4600
20180827,东湖高新,民族大道,紫菘枫林上城,3室2厅,142平米,4500
20180827,东湖高新,民族大道,锦绣龙城,4室1厅,16平米,1490
20180827,东湖高新,民族大道,保利时代,3室2厅,97平米,4300
20180827,东湖高新,民族大道,南湖时尚城,1室1厅,40平米,2300
20180827,东湖高新,民族大道,曙光星城,1室1厅,60平米,1900
20180827,东湖高新,民族大道,光谷自由城,2室1厅,64平米,2400
20180827,东湖高新,民族大道,保利时代,2室1厅,93平米,4000
20180827,东湖高新,民族大道,曙光星城,1室0厅,14平米,1280
20180827,东湖高新,民族大道,锦绣龙城,4室1厅,8平米,990
20180827,东湖高新,民族大道,洪福添美城市广场,1室0厅,42平米,2100
